BRANDS,COLORS,MEMORY,STORAGE,RATING,SELLING_PRICE,ORIGINAL_PRICE,DISCOUNT,DISCOUNT_PERCENTAGE
ASUS,GOLD,3_GB,32_GB,4.2,9599,9599,0,0.0
MOTOROLA,WHITE,3_GB,32_GB,4.0,6999,6999,0,0.0
SAMSUNG,GOLD,4_GB,32_GB,4.4,36900,36900,0,0.0
MOTOROLA,SILVER,3_GB,32_GB,3.9,14999,14999,0,0.0
LENOVO,RED,3_GB,32_GB,3.7,18999,18999,0,0.0
OPPO,RED,4_GB,64_GB,4.3,13990,13990,0,0.0
REALME,BLUE,8_GB,128_GB,4.4,19999,19999,0,0.0
LENOVO,BLACK,3_GB,32_GB,4.1,7999,7999,0,0.0
APPLE,YELLOW,3_GB,64_GB,4.6,42999,47900,4901,10.231732776617951
MOTOROLA,BLACK,3_GB,32_GB,4.2,13999,13999,0,0.0
OPPO,BLACK,8_GB,128_GB,4.3,29990,35990,6000,16.67129758266185
SAMSUNG,BLUE,6_GB,128_GB,4.1,15990,15990,0,0.0
SAMSUNG,BLACK,3_GB,16_GB,4.1,20700,20700,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.3,14900,14900,0,0.0
SAMSUNG,BLUE,4_GB,64_GB,4.4,25600,25600,0,0.0
REALME,GREEN,4_GB,64_GB,4.4,11499,12999,1500,11.539349180706209
NOKIA,SILVER,1_GB,8_GB,4.0,7739,7739,0,0.0
APPLE,WHITE,4_GB,128_GB,4.5,61999,64900,2901,4.469953775038521
SAMSUNG,BLACK,1_GB,8_GB,4.2,6000,6000,0,0.0
NOKIA,BLACK,6_GB,128_GB,4.3,29990,29990,0,0.0
OPPO,WHITE,8_GB,128_GB,4.3,19990,25990,6000,23.08580223162755
SAMSUNG,BLACK,4_GB,64_GB,4.4,62500,62500,0,0.0
VIVO,BLACK,4_GB,64_GB,4.4,16490,16490,0,0.0
APPLE,SILVER,1_GB,16_GB,4.4,36990,36990,0,0.0
SAMSUNG,SILVER,4_GB,32_GB,3.9,56999,56999,0,0.0
LENOVO,WHITE,1_GB,16_GB,4.0,18499,18499,0,0.0
VIVO,BLUE,4_GB,64_GB,4.4,13990,13990,0,0.0
POCO,BLACK,8_GB,256_GB,4.3,30999,36999,6000,16.21665450417579
LENOVO,BLACK,1_GB,4_GB,4.1,15410,15410,0,0.0
SAMSUNG,GOLD,2_GB,32_GB,4.2,25990,25990,0,0.0
MOTOROLA,SILVER,4_GB,64_GB,3.9,10910,10910,0,0.0
REALME,RED,4_GB,64_GB,4.4,10499,10999,500,4.545867806164196
APPLE,BLUE,4_GB,128_GB,4.6,68999,70900,1901,2.681241184767278
OPPO,BLUE,4_GB,64_GB,4.3,14990,14990,0,0.0
ASUS,RED,1_GB,8_GB,3.6,4890,4890,0,0.0
REALME,BLUE,6_GB,128_GB,4.3,17999,19999,2000,10.000500025001251
LENOVO,BLUE,3_GB,32_GB,4.2,9999,9999,0,0.0
ASUS,PINK,3_GB,16_GB,4.0,12490,12490,0,0.0
APPLE,BLACK,2_GB,32_GB,4.5,24999,31500,6501,20.63809523809524
APPLE,BLACK,4_GB,256_GB,4.6,64900,64900,0,0.0
XIAOMI,GOLD,4_GB,64_GB,4.3,10999,10999,0,0.0
VIVO,BLACK,3_GB,32_GB,4.3,17999,17999,0,0.0
APPLE,OTHERS,3_GB,128_GB,4.6,47999,52900,4901,9.264650283553877
APPLE,YELLOW,4_GB,256_GB,4.6,64900,64900,0,0.0
OPPO,GOLD,4_GB,64_GB,4.3,18990,18990,0,0.0
REALME,BLUE,6_GB,64_GB,4.3,14999,17999,3000,16.667592644035782
REALME,BLUE,4_GB,64_GB,4.4,9999,10999,1000,9.091735612328392
XIAOMI,GOLD,3_GB,32_GB,4.3,8990,8990,0,0.0
APPLE,SILVER,6_GB,256_GB,4.6,119900,119900,0,0.0
APPLE,BLACK,4_GB,128_GB,4.5,61999,64900,2901,4.469953775038521
SAMSUNG,BLUE,6_GB,64_GB,4.5,70000,70000,0,0.0
REALME,GOLD,4_GB,64_GB,4.4,11990,15499,3509,22.64017033356991
REALME,BLUE,6_GB,128_GB,4.5,19999,19999,0,0.0
REALME,BLACK,12_GB,256_GB,4.3,29999,32999,3000,9.09118458135095
OPPO,BLACK,8_GB,256_GB,4.3,23490,25990,2500,9.619084263178143
REALME,WHITE,8_GB,256_GB,4.3,29999,31999,2000,6.250195318603706
APPLE,BLACK,4_GB,64_GB,4.6,63999,65900,1901,2.8846737481031868
LENOVO,BLACK,2_GB,16_GB,3.7,6200,9991,3791,37.94414973476128
APPLE,RED,2_GB,128_GB,4.5,44900,44900,0,0.0
APPLE,BLACK,2_GB,128_GB,4.5,34900,34900,0,0.0
POCO,GREEN,4_GB,64_GB,4.3,13999,16999,3000,17.648096946879228
REALME,BLACK,12_GB,256_GB,4.4,35999,38999,3000,7.692504936024
SAMSUNG,BLACK,8_GB,128_GB,4.3,39999,45000,5001,11.113333333333332
NOKIA,BLACK,LESS_THAN_1GB,EXPANDABLE,3.8,3974,4179,205,4.905479779851639
INFINIX,BLUE,2_GB,32_GB,4.4,8999,8999,0,0.0
APPLE,WHITE,4_GB,64_GB,4.6,54900,54900,0,0.0
GIONEE,BLUE,3_GB,16_GB,3.7,8950,8950,0,0.0
XIAOMI,BLUE,4_GB,64_GB,4.2,12999,12999,0,0.0
APPLE,BLACK,4_GB,256_GB,4.7,131900,131900,0,0.0
XIAOMI,OTHERS,8_GB,128_GB,4.3,23999,25999,2000,7.692603561675448
INFINIX,BLUE,4_GB,64_GB,4.3,10999,10999,0,0.0
LENOVO,BLACK,1_GB,16_GB,3.8,5499,5499,0,0.0
HTC,BLUE,4_GB,64_GB,4.0,62990,62990,0,0.0
XIAOMI,BLUE,4_GB,64_GB,4.3,10499,11999,1500,12.501041753479456
APPLE,BLACK,4_GB,128_GB,4.5,61999,64900,2901,4.469953775038521
VIVO,BLUE,8_GB,256_GB,4.3,13990,13990,0,0.0
REALME,RED,8_GB,128_GB,4.4,19999,19999,0,0.0
REALME,BLUE,6_GB,128_GB,4.3,25999,29999,4000,13.333777792593088
NOKIA,OTHERS,3_GB,32_GB,4.2,10440,10440,0,0.0
REALME,WHITE,6_GB,128_GB,4.5,19999,19999,0,0.0
SAMSUNG,BLUE,6_GB,128_GB,4.2,17499,18999,1500,7.8951523764408655
SAMSUNG,WHITE,8_GB,128_GB,4.6,59900,59900,0,0.0
APPLE,GREEN,4_GB,OTHERS,4.7,169900,169900,0,0.0
SAMSUNG,BLACK,1_GB,8_GB,3.0,8999,8999,0,0.0
XIAOMI,WHITE,6_GB,64_GB,4.2,18187,18990,803,4.228541337546076
OPPO,SILVER,6_GB,128_GB,4.2,20999,20999,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.1,20999,23999,3000,12.500520855035626
XIAOMI,BLACK,4_GB,64_GB,4.4,12349,12349,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,2875,2999,124,4.134711570523508
APPLE,SILVER,4_GB,512_GB,4.7,150800,150800,0,0.0
SAMSUNG,WHITE,3_GB,32_GB,4.0,11499,13499,2000,14.815912289799243
INFINIX,SILVER,4_GB,64_GB,4.4,9999,11999,2000,16.668055671305943
NOKIA,RED,LESS_THAN_1GB,EXPANDABLE,3.7,3499,3499,0,0.0
OPPO,GREEN,3_GB,32_GB,4.3,10490,12990,2500,19.24557351809084
XIAOMI,BLACK,6_GB,128_GB,4.3,24999,29999,5000,16.66722224074136
REALME,BLUE,3_GB,32_GB,4.5,8499,10999,2500,22.729339030820984
LG,BLACK,2_GB,16_GB,4.5,31971,31971,0,0.0
OPPO,BLUE,4_GB,64_GB,4.4,10490,11990,1500,12.51042535446205
NOKIA,GREY,2_GB,32_GB,4.4,8999,10499,1500,14.287074959519956
GIONEE,GREY,2_GB,16_GB,3.8,4750,4750,0,0.0
REALME,GREEN,4_GB,64_GB,4.5,10999,10999,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1340,1340,0,0.0
ASUS,BLACK,3_GB,16_GB,4.0,13999,13999,0,0.0
OPPO,BLACK,3_GB,32_GB,4.2,14990,14990,0,0.0
OPPO,BLACK,6_GB,64_GB,4.4,14990,14990,0,0.0
SAMSUNG,BLUE,3_GB,32_GB,4.2,9499,10499,1000,9.52471663967997
ASUS,BLACK,3_GB,16_GB,4.0,9999,9999,0,0.0
POCO,BLACK,6_GB,128_GB,4.5,24999,24999,0,0.0
ASUS,WHITE,3_GB,32_GB,4.0,14500,14500,0,0.0
GIONEE,OTHERS,3_GB,32_GB,4.2,7900,7900,0,0.0
APPLE,RED,4_GB,64_GB,4.5,56999,59900,2901,4.843071786310517
APPLE,GREEN,4_GB,128_GB,4.6,54900,54900,0,0.0
MOTOROLA,BLUE,4_GB,64_GB,4.2,10999,14999,4000,26.668444562970866
NOKIA,BLUE,4_GB,64_GB,4.0,29490,29490,0,0.0
INFINIX,BLUE,3_GB,32_GB,4.2,8999,8999,0,0.0
SAMSUNG,BLUE,8_GB,128_GB,4.4,27499,34999,7500,21.4291836909626
APPLE,SILVER,2_GB,128_GB,4.5,55999,55999,0,0.0
APPLE,BLACK,4_GB,128_GB,4.6,54900,54900,0,0.0
NOKIA,WHITE,2_GB,16_GB,3.9,8588,8588,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.3,30900,30900,0,0.0
SAMSUNG,WHITE,6_GB,64_GB,4.2,19999,19999,0,0.0
NOKIA,GREY,2_GB,16_GB,4.0,8599,8599,0,0.0
LENOVO,BLACK,2_GB,32_GB,4.0,7490,8490,1000,11.778563015312132
MOTOROLA,BLUE,4_GB,64_GB,4.3,9999,11999,2000,16.668055671305943
MOTOROLA,BLACK,2_GB,16_GB,3.9,6399,6399,0,0.0
LG,SILVER,4_GB,128_GB,4.3,29999,29999,0,0.0
SAMSUNG,BLUE,6_GB,128_GB,4.4,24600,24600,0,0.0
ASUS,SILVER,3_GB,32_GB,4.3,12999,12999,0,0.0
REALME,GREY,8_GB,128_GB,4.3,26999,29999,3000,10.000333344444815
SAMSUNG,GOLD,4_GB,64_GB,4.4,26600,26600,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.6,73600,73600,0,0.0
LENOVO,BLACK,6_GB,128_GB,4.1,18999,18999,0,0.0
LG,SILVER,4_GB,32_GB,4.0,52990,52990,0,0.0
GIONEE,BLUE,3_GB,32_GB,4.1,7990,7990,0,0.0
VIVO,OTHERS,12_GB,256_GB,4.4,14990,14990,0,0.0
LENOVO,GOLD,3_GB,32_GB,4.1,7999,7999,0,0.0
APPLE,SILVER,6_GB,512_GB,4.6,139900,139900,0,0.0
POCO,BLUE,8_GB,128_GB,4.4,20999,25999,5000,19.231508904188622
SAMSUNG,BLUE,4_GB,64_GB,4.2,11510,11510,0,0.0
VIVO,BLACK,4_GB,64_GB,4.4,32990,35990,3000,8.335648791330925
OPPO,RED,8_GB,256_GB,4.6,60990,60990,0,0.0
SAMSUNG,RED,2_GB,16_GB,3.7,27330,27330,0,0.0
POCO,BLUE,4_GB,64_GB,4.3,9999,11999,2000,16.668055671305943
SAMSUNG,BLUE,1.5_GB,16_GB,4.3,17000,17000,0,0.0
APPLE,SILVER,2_GB,16_GB,4.5,41999,41999,0,0.0
REALME,OTHERS,8_GB,128_GB,4.5,20999,20999,0,0.0
GIONEE,RED,1_GB,16_GB,3.1,4150,7250,3100,42.75862068965517
SAMSUNG,BLACK,3_GB,32_GB,4.3,11000,11000,0,0.0
SAMSUNG,RED,6_GB,128_GB,4.3,37999,43000,5001,11.630232558139534
OPPO,BLACK,4_GB,64_GB,4.3,12990,13990,1000,7.147962830593281
SAMSUNG,BLACK,2_GB,16_GB,3.9,15999,15999,0,0.0
HTC,GREY,1_GB,4_GB,3.5,15200,15200,0,0.0
LENOVO,BLACK,1_GB,8_GB,3.9,4599,4599,0,0.0
SAMSUNG,GOLD,2_GB,16_GB,4.4,10995,10995,0,0.0
INFINIX,BLACK,2_GB,32_GB,4.3,7499,8999,1500,16.6685187243027
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1000,1000,0,0.0
XIAOMI,BLUE,6_GB,64_GB,4.5,14990,14990,0,0.0
APPLE,GOLD,1_GB,16_GB,4.4,36499,36499,0,0.0
REALME,BLACK,4_GB,64_GB,4.3,8999,9999,1000,10.00100010001
LG,BLACK,6_GB,128_GB,4.4,44990,55000,10010,18.2
REALME,BLACK,6_GB,128_GB,4.4,15999,17999,2000,11.111728429357187
ASUS,SILVER,6_GB,64_GB,4.3,35999,35999,0,0.0
REALME,RED,4_GB,64_GB,4.4,10999,10999,0,0.0
NOKIA,OTHERS,4_GB,64_GB,3.9,11999,13999,2000,14.286734766769056
NOKIA,BLACK,LESS_THAN_1GB,EXPANDABLE,4.2,1860,1860,0,0.0
INFINIX,BLACK,3_GB,32_GB,4.3,8999,8999,0,0.0
SAMSUNG,GOLD,3_GB,32_GB,4.1,51000,51000,0,0.0
LG,GREEN,3_GB,32_GB,3.9,9999,9999,0,0.0
APPLE,SILVER,2_GB,32_GB,4.5,24999,31500,6501,20.63809523809524
SAMSUNG,BLACK,3_GB,32_GB,4.2,10990,10990,0,0.0
NOKIA,BLUE,4_GB,64_GB,4.1,9975,15999,6024,37.6523532720795
LG,BLACK,3_GB,32_GB,3.3,9990,9990,0,0.0
OPPO,RED,4_GB,32_GB,4.4,13500,13500,0,0.0
VIVO,OTHERS,6_GB,64_GB,4.4,37990,44990,7000,15.55901311402534
NOKIA,OTHERS,4_GB,64_GB,3.5,10999,10999,0,0.0
GIONEE,GOLD,4_GB,32_GB,3.9,6399,6399,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1399,1399,0,0.0
POCO,BLUE,6_GB,64_GB,4.5,14999,18999,4000,21.05373967050897
REALME,BLACK,4_GB,64_GB,4.3,10499,10999,500,4.545867806164196
NOKIA,BLACK,1_GB,8_GB,3.8,7007,7007,0,0.0
POCO,BLUE,8_GB,128_GB,4.4,18999,21999,3000,13.636983499249968
XIAOMI,RED,4_GB,64_GB,4.2,13900,13900,0,0.0
REALME,BLACK,8_GB,128_GB,4.3,26999,29999,3000,10.000333344444815
SAMSUNG,BLACK,8_GB,256_GB,4.3,37999,43999,6000,13.636673560762745
INFINIX,BLACK,4_GB,64_GB,4.4,9999,11999,2000,16.668055671305943
APPLE,GREY,4_GB,64_GB,4.7,117100,117100,0,0.0
SAMSUNG,GOLD,2_GB,16_GB,4.1,19990,19990,0,0.0
OPPO,GOLD,4_GB,64_GB,4.3,14990,14990,0,0.0
INFINIX,GREEN,4_GB,64_GB,4.4,12999,12999,0,0.0
SAMSUNG,BLUE,1_GB,8_GB,4.0,7999,7999,0,0.0
INFINIX,BLUE,3_GB,32_GB,4.2,9999,9999,0,0.0
POCO,BLACK,6_GB,128_GB,4.4,16999,19999,3000,15.000750037501875
GIONEE,GOLD,4_GB,32_GB,3.6,8000,8000,0,0.0
REALME,GREEN,8_GB,256_GB,4.4,28999,31999,3000,9.37529297790556
NOKIA,BLACK,6_GB,64_GB,3.9,14499,14499,0,0.0
XIAOMI,WHITE,6_GB,128_GB,4.5,15449,15990,541,3.3833646028767985
POCO,BLUE,6_GB,64_GB,4.4,14999,17999,3000,16.667592644035782
ASUS,BLACK,2_GB,16_GB,4.1,7999,7999,0,0.0
XIAOMI,WHITE,6_GB,64_GB,4.5,14980,14990,10,0.0667111407605069
LENOVO,WHITE,2_GB,16_GB,3.9,6750,6750,0,0.0
SAMSUNG,WHITE,2_GB,16_GB,4.2,11250,11250,0,0.0
INFINIX,BLACK,4_GB,64_GB,4.3,9999,12999,3000,23.078698361412417
SAMSUNG,RED,6_GB,128_GB,4.3,17999,31000,13001,41.93870967741936
REALME,GREEN,4_GB,64_GB,4.3,13999,13999,0,0.0
SAMSUNG,BLACK,3_GB,32_GB,4.3,8650,9290,640,6.889128094725511
XIAOMI,BLACK,2_GB,32_GB,4.3,7798,7798,0,0.0
SAMSUNG,GOLD,4_GB,64_GB,4.4,25999,25999,0,0.0
LENOVO,BLUE,4_GB,64_GB,3.9,7990,9999,2009,20.09200920092009
SAMSUNG,GREY,8_GB,128_GB,4.3,24499,25900,1401,5.409266409266409
POCO,YELLOW,6_GB,64_GB,4.3,11999,12999,1000,7.692899453804139
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.7,3599,3599,0,0.0
SAMSUNG,GOLD,1_GB,16_GB,4.0,8190,8190,0,0.0
MOTOROLA,BLUE,4_GB,64_GB,4.3,9999,9999,0,0.0
OPPO,GREEN,4_GB,128_GB,4.3,14990,18990,4000,21.0637177461822
SAMSUNG,BLACK,4_GB,128_GB,4.3,36900,36900,0,0.0
APPLE,SILVER,4_GB,512_GB,4.6,144900,144900,0,0.0
GOOGLE_PIXEL,WHITE,2_GB,16_GB,4.5,25400,25400,0,0.0
GIONEE,GOLD,4_GB,64_GB,4.1,10499,10499,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.2,14859,15663,804,5.133116261252633
NOKIA,BLACK,LESS_THAN_1GB,EXPANDABLE,3.8,3499,3499,0,0.0
LG,PINK,4_GB,64_GB,4.2,31490,31490,0,0.0
GOOGLE_PIXEL,OTHERS,2_GB,16_GB,4.3,25990,25990,0,0.0
HTC,BLUE,3_GB,32_GB,3.7,15400,15400,0,0.0
XIAOMI,RED,4_GB,64_GB,4.3,12999,13999,1000,7.143367383384527
REALME,BLUE,4_GB,64_GB,4.4,13999,14999,1000,6.667111140742716
SAMSUNG,PINK,3_GB,32_GB,4.1,49990,49990,0,0.0
OPPO,BLUE,3_GB,32_GB,4.4,9490,10990,1500,13.64877161055505
XIAOMI,BLACK,8_GB,256_GB,4.2,38950,39990,1040,2.600650162540635
SAMSUNG,GOLD,4_GB,32_GB,4.3,19980,19980,0,0.0
SAMSUNG,BLUE,4_GB,64_GB,4.3,11999,11999,0,0.0
GIONEE,BLUE,3_GB,32_GB,4.0,6490,6490,0,0.0
INFINIX,BLACK,2_GB,32_GB,4.3,7499,8999,1500,16.6685187243027
OPPO,BLACK,4_GB,128_GB,4.3,14990,18990,4000,21.0637177461822
OPPO,RED,2_GB,32_GB,4.3,12990,4990,-8000,-160.32064128256513
MOTOROLA,WHITE,1_GB,16_GB,4.2,8999,8999,0,0.0
POCO,GREY,3_GB,32_GB,4.4,7999,10999,3000,27.275206836985184
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,2849,2849,0,0.0
XIAOMI,OTHERS,8_GB,128_GB,4.3,26989,26989,0,0.0
SAMSUNG,GOLD,3_GB,16_GB,4.3,11200,11200,0,0.0
LENOVO,GOLD,4_GB,32_GB,4.0,7490,7490,0,0.0
SAMSUNG,GREEN,2_GB,32_GB,4.4,10000,10000,0,0.0
SAMSUNG,BLUE,4_GB,64_GB,4.4,17990,25379,7389,29.114622325544744
SAMSUNG,BLACK,1.5_GB,8_GB,4.0,6990,6990,0,0.0
APPLE,GOLD,2_GB,32_GB,4.5,31999,31999,0,0.0
NOKIA,OTHERS,3_GB,32_GB,3.8,9999,9999,0,0.0
APPLE,WHITE,2_GB,64_GB,4.5,32999,39900,6901,17.29573934837093
ASUS,WHITE,2_GB,16_GB,3.7,4990,4990,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1349,1349,0,0.0
LENOVO,BLACK,LESS_THAN_1GB,4_GB,3.6,4200,4200,0,0.0
SAMSUNG,BLACK,2_GB,32_GB,4.3,8700,8700,0,0.0
XIAOMI,BLACK,3_GB,32_GB,4.2,9990,9990,0,0.0
SAMSUNG,GOLD,2_GB,32_GB,4.3,8700,8700,0,0.0
SAMSUNG,GREEN,8_GB,128_GB,4.3,37499,40999,3500,8.536793580331228
APPLE,YELLOW,4_GB,64_GB,4.6,49900,49900,0,0.0
APPLE,GREEN,4_GB,128_GB,4.6,54900,54900,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.3,15990,15990,0,0.0
INFINIX,GREEN,4_GB,64_GB,4.3,9999,12999,3000,23.078698361412417
SAMSUNG,GOLD,1.5_GB,8_GB,4.3,10490,10490,0,0.0
SAMSUNG,BLACK,6_GB,64_GB,4.6,34899,74000,39101,52.83918918918919
GIONEE,GREY,3_GB,16_GB,3.9,5290,5290,0,0.0
SAMSUNG,MULTICOLOR,12_GB,256_GB,4.6,59999,85000,25001,29.412941176470586
INFINIX,BLUE,4_GB,64_GB,4.1,11999,11999,0,0.0
APPLE,SILVER,4_GB,256_GB,4.6,79999,106600,26601,24.954033771106943
SAMSUNG,BLACK,8_GB,128_GB,4.3,88999,95999,7000,7.291742622318982
POCO,SILVER,6_GB,128_GB,4.3,28999,32999,4000,12.121579441801266
NOKIA,BLUE,6_GB,64_GB,3.7,12999,12999,0,0.0
REALME,GREEN,12_GB,256_GB,4.3,47999,47999,0,0.0
APPLE,BLACK,4_GB,256_GB,4.6,64900,64900,0,0.0
INFINIX,BLACK,8_GB,128_GB,4.2,18999,18999,0,0.0
SAMSUNG,WHITE,2_GB,16_GB,4.1,19990,19990,0,0.0
XIAOMI,GREEN,4_GB,64_GB,4.2,11499,13999,2500,17.85841845846132
SAMSUNG,BLUE,4_GB,128_GB,4.2,14999,14999,0,0.0
REALME,WHITE,6_GB,128_GB,4.8,17499,20999,3500,16.667460355255013
OPPO,GREEN,4_GB,64_GB,4.4,15677,15677,0,0.0
OPPO,OTHERS,12_GB,256_GB,4.4,39990,46990,7000,14.896786550329857
SAMSUNG,WHITE,2_GB,32_GB,3.6,19999,19999,0,0.0
REALME,GOLD,3_GB,64_GB,4.4,11999,11999,0,0.0
HTC,BLACK,4_GB,64_GB,4.0,62990,62990,0,0.0
XIAOMI,GOLD,3_GB,32_GB,4.4,8590,8590,0,0.0
APPLE,BLACK,4_GB,256_GB,4.6,121300,121300,0,0.0
SAMSUNG,BLACK,8_GB,128_GB,4.4,71999,100999,29000,28.713155575797774
APPLE,BLUE,3_GB,256_GB,4.6,91900,91900,0,0.0
INFINIX,RED,2_GB,16_GB,4.1,6999,6999,0,0.0
LENOVO,BLACK,4_GB,32_GB,4.1,11999,11999,0,0.0
LG,BLUE,4_GB,64_GB,3.2,20998,20998,0,0.0
SAMSUNG,GOLD,1_GB,8_GB,3.3,6990,6990,0,0.0
LG,GREY,2_GB,16_GB,4.1,7499,7499,0,0.0
OPPO,BLUE,3_GB,32_GB,4.1,10490,10490,0,0.0
XIAOMI,WHITE,4_GB,128_GB,4.3,14990,14990,0,0.0
SAMSUNG,BLACK,3_GB,32_GB,4.2,11745,11745,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.0,8999,8999,0,0.0
INFINIX,BLUE,3_GB,32_GB,4.4,9999,9999,0,0.0
SAMSUNG,BLACK,6_GB,64_GB,4.5,70000,70000,0,0.0
MOTOROLA,BLUE,6_GB,64_GB,4.3,24999,24999,0,0.0
LG,BLACK,6_GB,128_GB,4.4,55000,55000,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.2,15490,15490,0,0.0
XIAOMI,BLACK,2_GB,32_GB,4.4,7999,7999,0,0.0
SAMSUNG,SILVER,12_GB,256_GB,4.5,105999,128999,23000,17.829595578260296
SAMSUNG,GOLD,3_GB,32_GB,4.3,12000,12000,0,0.0
SAMSUNG,WHITE,2_GB,16_GB,4.1,14490,14490,0,0.0
GOOGLE_PIXEL,PINK,4_GB,128_GB,4.5,80000,80000,0,0.0
VIVO,BLUE,4_GB,32_GB,4.4,22990,27990,5000,17.863522686673814
SAMSUNG,BLACK,1_GB,8_GB,3.4,5590,5590,0,0.0
REALME,BLACK,8_GB,128_GB,4.3,16999,18999,2000,10.526869835254487
GIONEE,BLACK,LESS_THAN_1GB,4_GB,3.6,2290,2290,0,0.0
SAMSUNG,BLACK,2_GB,16_GB,4.2,10990,10990,0,0.0
OPPO,BLACK,6_GB,64_GB,4.5,21150,21150,0,0.0
SAMSUNG,SILVER,1.5_GB,8_GB,4.1,8090,8090,0,0.0
SAMSUNG,RED,4_GB,64_GB,4.4,18000,18000,0,0.0
SAMSUNG,BLACK,8_GB,128_GB,4.5,37499,40999,3500,8.536793580331228
LG,BLUE,6_GB,128_GB,3.7,10499,20000,9501,47.505
REALME,BLACK,3_GB,32_GB,4.5,9990,9990,0,0.0
SAMSUNG,WHITE,LESS_THAN_1GB,4_GB,3.8,5490,5490,0,0.0
POCO,GREY,4_GB,64_GB,4.3,9999,11999,2000,16.668055671305943
REALME,BLUE,3_GB,32_GB,4.4,9999,9999,0,0.0
LENOVO,BLUE,2_GB,32_GB,4.0,6950,8490,1540,18.138987043580684
OPPO,WHITE,6_GB,128_GB,4.3,17999,17999,0,0.0
REALME,SILVER,6_GB,128_GB,4.3,15499,16999,1500,8.824048473439614
REALME,BLUE,8_GB,128_GB,4.4,25999,27999,2000,7.143112254009072
XIAOMI,BLACK,3_GB,32_GB,4.4,9900,9900,0,0.0
HTC,WHITE,1_GB,8_GB,3.9,8999,8999,0,0.0
APPLE,SILVER,1_GB,64_GB,4.5,48999,48999,0,0.0
POCO,BLACK,4_GB,64_GB,4.3,8999,10999,2000,18.183471224656785
XIAOMI,GOLD,3_GB,32_GB,4.2,9468,10499,1031,9.819982855510048
APPLE,SILVER,1_GB,16_GB,4.5,40999,40999,0,0.0
VIVO,BLACK,3_GB,64_GB,4.4,11990,11990,0,0.0
GIONEE,WHITE,1_GB,8_GB,3.8,9599,9599,0,0.0
OPPO,BLACK,4_GB,64_GB,4.4,22990,22990,0,0.0
APPLE,BLACK,2_GB,256_GB,4.5,74400,74400,0,0.0
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,5.0,1949,1949,0,0.0
SAMSUNG,BLUE,8_GB,256_GB,4.3,54599,79997,25398,31.7486905758966
OPPO,GOLD,4_GB,64_GB,4.3,18000,18000,0,0.0
SAMSUNG,BLACK,12_GB,512_GB,4.6,95000,95000,0,0.0
OPPO,GREEN,6_GB,128_GB,4.3,13990,17990,4000,22.23457476375764
OPPO,BLUE,2_GB,32_GB,4.3,8990,12990,4000,30.792917628945343
SAMSUNG,GREEN,6_GB,128_GB,4.3,14499,20999,6500,30.9538549454736
ASUS,BLACK,2_GB,32_GB,4.1,8499,8499,0,0.0
OPPO,BLACK,6_GB,128_GB,4.3,13990,17990,4000,22.23457476375764
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.1,2480,2599,119,4.578684109272797
OPPO,GOLD,12_GB,256_GB,4.4,41990,45990,4000,8.697542944118286
NOKIA,BLACK,4_GB,64_GB,3.5,10999,10999,0,0.0
OPPO,WHITE,2_GB,16_GB,3.1,9990,9990,0,0.0
MOTOROLA,WHITE,2_GB,16_GB,4.0,5999,5999,0,0.0
APPLE,WHITE,4_GB,128_GB,4.6,68999,70900,1901,2.681241184767278
APPLE,GOLD,4_GB,512_GB,4.7,159900,159900,0,0.0
SAMSUNG,BLUE,8_GB,128_GB,4.3,18654,18950,296,1.562005277044855
INFINIX,BLACK,4_GB,64_GB,4.3,12499,14999,2500,16.66777785185679
POCO,BLUE,4_GB,64_GB,4.3,8999,10999,2000,18.183471224656785
XIAOMI,BLACK,3_GB,32_GB,4.2,9950,9950,0,0.0
SAMSUNG,WHITE,12_GB,256_GB,4.6,59999,85000,25001,29.412941176470586
XIAOMI,BLACK,4_GB,64_GB,4.4,13900,13900,0,0.0
SAMSUNG,BLACK,12_GB,256_GB,4.6,59999,85000,25001,29.412941176470586
SAMSUNG,BLACK,8_GB,128_GB,4.3,34999,41999,7000,16.66706350151194
APPLE,BLACK,4_GB,128_GB,4.6,68999,84900,15901,18.729093050647823
