BRANDS,COLORS,MEMORY,STORAGE,RATING,SELLING_PRICE,ORIGINAL_PRICE,DISCOUNT,DISCOUNT_PERCENTAGE
VIVO,BLACK,8_GB,128_GB,4.4,13990,18990,5000,26.32964718272775
LENOVO,BLUE,3_GB,32_GB,4.2,9999,9999,0,0.0
REALME,GREY,4_GB,64_GB,4.4,10999,10999,0,0.0
REALME,SILVER,6_GB,128_GB,4.3,10990,14990,4000,26.684456304202804
NOKIA,BLUE,4_GB,64_GB,4.0,36999,36999,0,0.0
SAMSUNG,SILVER,12_GB,256_GB,4.4,149999,171999,22000,12.790772039372325
INFINIX,GOLD,3_GB,32_GB,4.1,7946,7999,53,0.6625828228528566
SAMSUNG,BLACK,6_GB,64_GB,4.3,16989,37990,21001,55.280336930771256
REALME,GREY,4_GB,64_GB,4.5,10999,12999,2000,15.385798907608278
REALME,BLACK,6_GB,128_GB,4.5,17999,20999,3000,14.28639459021858
APPLE,GREEN,4_GB,512_GB,4.7,159900,159900,0,0.0
XIAOMI,BLACK,8_GB,128_GB,4.3,28999,33999,5000,14.706314891614458
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.1,2200,2200,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.3,18900,18900,0,0.0
APPLE,BLUE,4_GB,256_GB,4.5,71999,84900,12901,15.19552414605418
SAMSUNG,GREY,3_GB,32_GB,4.0,8850,9998,1148,11.48229645929186
SAMSUNG,BLACK,8_GB,512_GB,4.5,49999,49999,0,0.0
OPPO,BLACK,6_GB,128_GB,4.3,13799,13799,0,0.0
APPLE,GOLD,2_GB,32_GB,4.5,24999,31500,6501,20.63809523809524
OPPO,BLACK,6_GB,128_GB,4.5,27990,27990,0,0.0
LG,GREY,1_GB,16_GB,3.6,7000,14990,7990,53.30220146764509
SAMSUNG,WHITE,1.5_GB,8_GB,4.3,11390,11390,0,0.0
SAMSUNG,WHITE,1.5_GB,16_GB,4.3,13499,13500,1,0.0074074074074074
SAMSUNG,BLUE,6_GB,128_GB,4.3,16999,23999,7000,29.16788199508313
SAMSUNG,BLACK,1_GB,16_GB,4.0,9999,9999,0,0.0
GOOGLE_PIXEL,PINK,4_GB,64_GB,4.5,71000,71000,0,0.0
INFINIX,GREEN,2_GB,32_GB,4.3,7990,7990,0,0.0
MOTOROLA,GOLD,2_GB,16_GB,4.2,6999,6999,0,0.0
SAMSUNG,BLUE,4_GB,64_GB,4.5,9490,17108,7618,44.52887537993921
VIVO,BLACK,3_GB,32_GB,4.4,10990,10990,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,EXPANDABLE,4.0,3499,3499,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.8,4300,4300,0,0.0
XIAOMI,BLACK,6_GB,128_GB,4.4,24283,28700,4417,15.390243902439025
XIAOMI,SILVER,6_GB,128_GB,4.2,24744,25990,1246,4.794151596767988
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1450,1450,0,0.0
VIVO,BLUE,2_GB,32_GB,4.2,49990,54990,5000,9.092562284051644
VIVO,GOLD,2_GB,16_GB,4.3,8990,8990,0,0.0
POCO,BLACK,4_GB,64_GB,4.3,10999,11999,1000,8.334027835652972
ASUS,RED,2_GB,16_GB,3.9,15999,15999,0,0.0
ASUS,BLACK,8_GB,256_GB,4.3,43999,43999,0,0.0
MOTOROLA,BLUE,4_GB,64_GB,4.3,9999,9999,0,0.0
APPLE,BLUE,4_GB,OTHERS,4.7,179900,179900,0,0.0
SAMSUNG,GOLD,1.5_GB,8_GB,4.2,8490,8490,0,0.0
SAMSUNG,BLACK,3_GB,16_GB,4.3,11200,11200,0,0.0
LG,BROWN,3_GB,32_GB,4.0,30600,30600,0,0.0
NOKIA,BLACK,2_GB,16_GB,3.8,9999,9999,0,0.0
LENOVO,GOLD,3_GB,32_GB,4.1,6250,6250,0,0.0
MOTOROLA,BLUE,4_GB,64_GB,4.1,8799,11999,3200,26.668889074089503
GIONEE,RED,1_GB,8_GB,3.8,3990,3990,0,0.0
NOKIA,OTHERS,4_GB,64_GB,3.9,11999,13999,2000,14.286734766769056
XIAOMI,BLACK,4_GB,64_GB,4.5,13499,14500,1001,6.903448275862069
SAMSUNG,GOLD,6_GB,64_GB,4.6,35990,74000,38010,51.36486486486487
POCO,YELLOW,6_GB,128_GB,4.2,16499,17999,1500,8.333796322017891
OPPO,SILVER,8_GB,128_GB,4.3,25990,29990,4000,13.337779259753251
GIONEE,BLACK,1_GB,8_GB,3.5,3999,3999,0,0.0
APPLE,BLACK,4_GB,OTHERS,4.7,179900,179900,0,0.0
APPLE,BLACK,3_GB,128_GB,4.5,42900,42900,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,3.9,15843,17480,1637,9.364988558352405
VIVO,OTHERS,4_GB,64_GB,4.4,19990,24990,5000,20.00800320128051
MOTOROLA,OTHERS,4_GB,64_GB,4.2,8999,12999,4000,30.771597815216555
REALME,GREEN,4_GB,128_GB,4.3,12499,13999,1500,10.715051075076792
REALME,SILVER,6_GB,128_GB,4.3,16999,17999,1000,5.555864214678594
HTC,GOLD,3_GB,32_GB,4.1,53900,53900,0,0.0
HTC,BLUE,1_GB,16_GB,4.0,21999,21999,0,0.0
SAMSUNG,BLACK,8_GB,128_GB,4.5,40999,43999,3000,6.818336780381372
SAMSUNG,BLUE,4_GB,64_GB,4.4,19990,19990,0,0.0
APPLE,GOLD,2_GB,32_GB,4.4,34900,34900,0,0.0
GIONEE,GOLD,3_GB,64_GB,4.1,8499,28099,19600,69.75337200612121
XIAOMI,GOLD,4_GB,64_GB,4.4,12499,12499,0,0.0
APPLE,RED,2_GB,128_GB,4.5,34900,34900,0,0.0
SAMSUNG,BLUE,4_GB,64_GB,4.2,10499,11499,1000,8.696408383337682
XIAOMI,GOLD,6_GB,128_GB,4.3,18499,18999,500,2.631717458813622
APPLE,GOLD,4_GB,OTHERS,4.7,179900,179900,0,0.0
SAMSUNG,WHITE,LESS_THAN_1GB,4_GB,3.5,3990,3990,0,0.0
XIAOMI,GOLD,6_GB,128_GB,4.3,14398,14398,0,0.0
SAMSUNG,GOLD,3_GB,16_GB,4.1,17490,17490,0,0.0
XIAOMI,GOLD,2_GB,16_GB,4.5,6499,6499,0,0.0
ASUS,BLUE,1_GB,8_GB,3.6,4890,4890,0,0.0
SAMSUNG,BLACK,3_GB,32_GB,4.0,33900,33900,0,0.0
OPPO,BLUE,6_GB,128_GB,4.5,38990,41990,3000,7.14455822814956
XIAOMI,BLACK,2_GB,32_GB,4.3,9490,9490,0,0.0
NOKIA,YELLOW,LESS_THAN_1GB,EXPANDABLE,3.6,3799,3799,0,0.0
OPPO,RED,4_GB,64_GB,4.3,13990,13990,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.3,21000,21000,0,0.0
GIONEE,RED,2_GB,32_GB,4.1,6299,7990,1691,21.1639549436796
SAMSUNG,SILVER,4_GB,32_GB,4.2,34999,34999,0,0.0
OPPO,BLUE,4_GB,64_GB,4.4,10990,15990,5000,31.269543464665414
LG,BLACK,4_GB,64_GB,3.8,13775,14500,725,5.0
MOTOROLA,BLACK,8_GB,256_GB,4.0,89999,149999,60000,40.00026666844445
IQOO,BLACK,8_GB,256_GB,4.4,37990,40990,3000,7.318858258111735
SAMSUNG,BLUE,6_GB,128_GB,4.3,25489,28449,2960,10.404583640901262
SAMSUNG,WHITE,6_GB,64_GB,4.3,18990,18990,0,0.0
SAMSUNG,BLACK,12_GB,256_GB,4.5,91999,116000,24001,20.69051724137931
REALME,GREEN,4_GB,64_GB,4.3,8999,9999,1000,10.00100010001
GIONEE,OTHERS,2_GB,16_GB,4.1,6990,6990,0,0.0
APPLE,GOLD,2_GB,64_GB,4.4,59999,59999,0,0.0
SAMSUNG,BLACK,4_GB,128_GB,4.4,61900,61900,0,0.0
SAMSUNG,BROWN,8_GB,256_GB,4.3,77999,86000,8001,9.303488372093025
GIONEE,GOLD,3_GB,32_GB,3.8,7999,20924,12925,61.771171860065
XIAOMI,BLUE,6_GB,128_GB,4.3,17995,18950,955,5.03957783641161
VIVO,BLACK,6_GB,128_GB,4.3,13400,13400,0,0.0
SAMSUNG,BLUE,3_GB,32_GB,4.4,12990,12990,0,0.0
POCO,RED,6_GB,128_GB,4.5,24999,24999,0,0.0
SAMSUNG,GREEN,6_GB,128_GB,4.0,16999,23999,7000,29.16788199508313
VIVO,OTHERS,12_GB,256_GB,4.4,15490,19490,4000,20.523345305284764
GIONEE,GOLD,4_GB,64_GB,4.1,15399,15399,0,0.0
HTC,BLACK,6_GB,128_GB,4.6,53990,53990,0,0.0
ASUS,GREY,6_GB,64_GB,4.3,19999,19999,0,0.0
APPLE,SILVER,3_GB,256_GB,4.6,106900,106900,0,0.0
SAMSUNG,BLACK,3_GB,32_GB,4.0,11499,13499,2000,14.815912289799243
OPPO,WHITE,8_GB,256_GB,4.4,27990,35990,8000,22.228396776882462
LENOVO,BLACK,3_GB,32_GB,4.1,7819,7819,0,0.0
SAMSUNG,BLUE,6_GB,64_GB,4.3,15999,19999,4000,20.001000050002503
REALME,GREY,4_GB,128_GB,4.4,10999,11999,1000,8.334027835652972
XIAOMI,BLUE,3_GB,32_GB,4.1,8498,8525,27,0.3167155425219941
NOKIA,GOLD,4_GB,32_GB,4.0,9500,9500,0,0.0
OPPO,BLACK,8_GB,256_GB,4.4,41990,55990,14000,25.00446508305054
INFINIX,GREEN,6_GB,64_GB,4.3,10999,13999,3000,21.430102150153584
SAMSUNG,RED,4_GB,64_GB,4.3,13600,13600,0,0.0
OPPO,BLACK,6_GB,128_GB,4.5,21990,27990,6000,21.436227224008576
OPPO,BLUE,4_GB,64_GB,4.3,15000,15000,0,0.0
LG,SILVER,6_GB,128_GB,4.2,29999,29999,0,0.0
APPLE,GOLD,2_GB,32_GB,4.5,25299,29900,4601,15.387959866220736
APPLE,WHITE,4_GB,256_GB,4.6,78999,80900,1901,2.349814585908529
NOKIA,OTHERS,3_GB,32_GB,4.2,17979,17979,0,0.0
NOKIA,WHITE,3_GB,32_GB,4.3,13199,13199,0,0.0
GOOGLE_PIXEL,PINK,4_GB,64_GB,4.6,83000,83000,0,0.0
SAMSUNG,BLACK,2_GB,32_GB,4.3,9000,9000,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.3,20999,25999,5000,19.231508904188622
OPPO,GREY,6_GB,128_GB,4.5,14990,29990,15000,50.01667222407469
SAMSUNG,BLACK,8_GB,256_GB,4.4,75999,104999,29000,27.61931066010153
NOKIA,WHITE,4_GB,64_GB,4.0,12499,16990,4491,26.43319599764568
SAMSUNG,WHITE,LESS_THAN_1GB,4_GB,3.8,5499,5499,0,0.0
OPPO,BLACK,4_GB,64_GB,4.5,17890,21990,4100,18.64483856298317
GIONEE,BLACK,2_GB,16_GB,4.0,8479,8479,0,0.0
GIONEE,YELLOW,1_GB,16_GB,3.7,3990,7999,4009,50.1187648456057
POCO,BLUE,6_GB,128_GB,4.2,16499,17999,1500,8.333796322017891
LENOVO,BLACK,2_GB,16_GB,4.1,7499,7499,0,0.0
NOKIA,BLUE,3_GB,32_GB,3.8,7499,9999,2500,25.002500250025
LG,GOLD,3_GB,32_GB,4.0,16990,16990,0,0.0
APPLE,BLACK,4_GB,128_GB,4.6,68999,70900,1901,2.681241184767278
APPLE,SILVER,4_GB,OTHERS,4.7,179900,179900,0,0.0
REALME,BLUE,8_GB,256_GB,4.5,24999,24999,0,0.0
SAMSUNG,SILVER,4_GB,32_GB,4.1,46300,46300,0,0.0
REALME,BLUE,3_GB,32_GB,4.3,8999,9999,1000,10.00100010001
ASUS,PINK,2_GB,16_GB,4.0,7999,7999,0,0.0
GIONEE,WHITE,LESS_THAN_1GB,4_GB,3.6,2350,7996,5646,70.61030515257629
LENOVO,SILVER,3_GB,16_GB,4.0,8499,8499,0,0.0
NOKIA,GREY,3_GB,32_GB,4.0,9599,9599,0,0.0
APPLE,GREY,4_GB,256_GB,4.6,78999,124900,45901,36.7502001601281
XIAOMI,RED,3_GB,32_GB,4.5,9990,9990,0,0.0
REALME,GREY,2_GB,32_GB,4.4,7499,8999,1500,16.6685187243027
APPLE,BLACK,6_GB,512_GB,4.6,139900,139900,0,0.0
GIONEE,RED,3_GB,32_GB,3.8,7299,9999,2700,27.002700270027
VIVO,BLACK,4_GB,32_GB,4.4,19899,19990,91,0.4552276138069034
SAMSUNG,BLACK,4_GB,64_GB,4.4,13589,16490,2901,17.592480291085508
REALME,BLUE,3_GB,64_GB,4.5,9499,11999,2500,20.835069589132427
XIAOMI,BLACK,8_GB,128_GB,4.4,39999,39999,0,0.0
SAMSUNG,BLACK,8_GB,128_GB,4.3,30500,33100,2600,7.854984894259818
XIAOMI,BLUE,8_GB,128_GB,4.3,25684,25684,0,0.0
APPLE,GOLD,3_GB,256_GB,4.5,85400,85400,0,0.0
APPLE,SILVER,4_GB,64_GB,4.7,62999,89900,26901,29.92324805339266
INFINIX,OTHERS,8_GB,256_GB,4.2,16999,19999,3000,15.000750037501875
NOKIA,BLACK,4_GB,64_GB,4.2,12849,18999,6150,32.370124743407544
HTC,BLUE,4_GB,128_GB,3.9,17999,17999,0,0.0
GIONEE,WHITE,2_GB,16_GB,4.0,4489,9999,5510,55.105510551055104
APPLE,SILVER,2_GB,32_GB,4.4,34900,34900,0,0.0
MOTOROLA,BLUE,4_GB,128_GB,4.2,10999,16999,6000,35.296193893758456
VIVO,BLUE,4_GB,32_GB,4.4,15990,15990,0,0.0
REALME,WHITE,8_GB,256_GB,4.3,29999,31999,2000,6.250195318603706
LG,GREY,1.5_GB,8_GB,4.1,6590,6590,0,0.0
LG,BLACK,3_GB,32_GB,4.0,7690,7799,109,1.3976150788562636
SAMSUNG,BLACK,6_GB,128_GB,4.4,24600,24600,0,0.0
MOTOROLA,BLACK,4_GB,64_GB,4.3,15999,15999,0,0.0
REALME,WHITE,8_GB,128_GB,4.5,20999,20999,0,0.0
SAMSUNG,BLUE,1_GB,8_GB,4.2,6500,6500,0,0.0
NOKIA,GOLD,4_GB,64_GB,4.0,18300,18300,0,0.0
GIONEE,GOLD,3_GB,32_GB,3.8,6600,6600,0,0.0
POCO,RED,6_GB,64_GB,4.4,10499,12999,2500,19.232248634510345
HTC,WHITE,1.5_GB,8_GB,4.1,27390,27390,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.1,1344,1344,0,0.0
XIAOMI,BLACK,6_GB,128_GB,4.2,32999,39999,7000,17.500437510937775
REALME,WHITE,12_GB,256_GB,4.2,32999,34999,2000,5.714448984256693
NOKIA,WHITE,4_GB,64_GB,4.3,15999,15999,0,0.0
ASUS,GREY,3_GB,32_GB,4.0,17999,17999,0,0.0
REALME,BLUE,8_GB,128_GB,4.5,16999,17999,1000,5.555864214678594
APPLE,GREY,1_GB,64_GB,4.4,44999,44999,0,0.0
XIAOMI,BLACK,6_GB,128_GB,4.3,22950,24198,1248,5.157451029010662
REALME,BLACK,4_GB,128_GB,4.5,12999,14999,2000,13.334222281485433
SAMSUNG,WHITE,2_GB,32_GB,4.2,33500,33500,0,0.0
XIAOMI,GREEN,8_GB,256_GB,4.2,54999,59999,5000,8.333472224537076
GIONEE,GOLD,3_GB,32_GB,3.9,13649,13649,0,0.0
HTC,WHITE,2_GB,16_GB,3.8,12570,12570,0,0.0
REALME,SILVER,3_GB,32_GB,4.4,8999,10999,2000,18.183471224656785
INFINIX,BROWN,2_GB,32_GB,4.2,7999,7999,0,0.0
NOKIA,OTHERS,2_GB,16_GB,3.7,7299,7299,0,0.0
NOKIA,WHITE,4_GB,32_GB,4.0,17000,17000,0,0.0
GOOGLE_PIXEL,WHITE,4_GB,128_GB,4.6,92000,92000,0,0.0
APPLE,GOLD,3_GB,32_GB,4.5,36999,37900,901,2.3773087071240107
XIAOMI,BLUE,6_GB,128_GB,4.2,13499,16999,3500,20.589446438025767
SAMSUNG,WHITE,1_GB,8_GB,4.0,14700,14700,0,0.0
LG,BROWN,2_GB,16_GB,4.1,9999,9999,0,0.0
GIONEE,GOLD,1_GB,16_GB,3.7,4290,4290,0,0.0
OPPO,BLUE,3_GB,16_GB,4.4,10990,10990,0,0.0
REALME,BLUE,8_GB,128_GB,4.3,37999,40999,3000,7.317251640283909
MOTOROLA,GREY,3_GB,16_GB,4.2,5450,5450,0,0.0
SAMSUNG,WHITE,LESS_THAN_1GB,4_GB,3.9,4890,4890,0,0.0
INFINIX,BLACK,4_GB,64_GB,4.2,12999,12999,0,0.0
INFINIX,BLUE,2_GB,32_GB,4.4,7199,7999,800,10.001250156269531
APPLE,GOLD,4_GB,256_GB,4.7,131900,131900,0,0.0
SAMSUNG,WHITE,8_GB,128_GB,4.3,69999,83999,14000,16.666865081727163
INFINIX,GREEN,6_GB,128_GB,4.2,12499,14999,2500,16.66777785185679
OPPO,SILVER,8_GB,128_GB,4.3,21990,23990,2000,8.336807002917883
SAMSUNG,BLACK,LESS_THAN_1GB,4_GB,3.9,5920,5920,0,0.0
GIONEE,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.9,1099,1099,0,0.0
INFINIX,BLACK,4_GB,64_GB,4.1,11999,11999,0,0.0
REALME,SILVER,4_GB,64_GB,4.4,12999,12999,0,0.0
MOTOROLA,BLACK,6_GB,64_GB,4.3,11829,11829,0,0.0
OPPO,BLACK,2_GB,16_GB,4.2,9990,9990,0,0.0
XIAOMI,RED,4_GB,64_GB,4.3,14999,14999,0,0.0
SAMSUNG,WHITE,1.5_GB,16_GB,4.2,8490,8490,0,0.0
VIVO,WHITE,6_GB,64_GB,4.5,19990,24990,5000,20.00800320128051
REALME,BLUE,4_GB,128_GB,4.3,16499,16999,500,2.941349491146538
XIAOMI,BLUE,4_GB,64_GB,4.3,10999,10999,0,0.0
APPLE,GREEN,4_GB,64_GB,4.6,63999,65900,1901,2.8846737481031868
INFINIX,BLACK,6_GB,64_GB,4.3,10999,13999,3000,21.430102150153584
INFINIX,RED,4_GB,64_GB,3.9,16999,16999,0,0.0
SAMSUNG,WHITE,3_GB,32_GB,4.2,50650,50650,0,0.0
REALME,BLUE,4_GB,64_GB,4.4,12999,12999,0,0.0
APPLE,RED,2_GB,256_GB,4.5,54900,54900,0,0.0
REALME,BLUE,3_GB,32_GB,4.5,8999,9999,1000,10.00100010001
ASUS,GOLD,1_GB,8_GB,3.8,4649,4649,0,0.0
OPPO,BLUE,8_GB,128_GB,4.4,24989,24989,0,0.0
NOKIA,BLUE,4_GB,64_GB,4.1,11199,11199,0,0.0
NOKIA,BLUE,1_GB,8_GB,4.0,7712,7712,0,0.0
REALME,BLUE,4_GB,128_GB,4.5,17999,17999,0,0.0
LENOVO,SILVER,2_GB,16_GB,4.0,8499,8499,0,0.0
APPLE,GOLD,4_GB,512_GB,4.6,144900,144900,0,0.0
SAMSUNG,BLUE,4_GB,32_GB,4.3,17990,17990,0,0.0
SAMSUNG,BLUE,3_GB,32_GB,4.3,10990,11290,300,2.657218777679362
HTC,WHITE,2_GB,16_GB,4.0,25999,25999,0,0.0
VIVO,BLACK,8_GB,128_GB,4.3,13990,16990,3000,17.657445556209534
XIAOMI,BLUE,4_GB,64_GB,4.3,13500,13500,0,0.0
NOKIA,BLACK,2_GB,16_GB,3.9,10000,10000,0,0.0
REALME,BLUE,2_GB,16_GB,4.4,6499,6999,500,7.1438776968138304
NOKIA,WHITE,LESS_THAN_1GB,EXPANDABLE,3.8,7399,7399,0,0.0
APPLE,BLUE,3_GB,64_GB,4.6,42999,47900,4901,10.231732776617951
REALME,SILVER,6_GB,128_GB,4.3,19999,21999,2000,9.091322332833313
SAMSUNG,GOLD,3_GB,16_GB,4.1,17490,17490,0,0.0
NOKIA,BLACK,3_GB,32_GB,4.0,6990,6990,0,0.0
SAMSUNG,BLUE,6_GB,128_GB,4.1,20999,23999,3000,12.500520855035626
SAMSUNG,BLUE,2_GB,16_GB,4.3,8190,8190,0,0.0
LG,SILVER,6_GB,128_GB,4.4,44990,55000,10010,18.2
NOKIA,RED,1_GB,8_GB,3.9,4672,4672,0,0.0
APPLE,GREY,2_GB,32_GB,4.4,34900,34900,0,0.0
SAMSUNG,BLUE,4_GB,64_GB,4.3,12499,12800,301,2.3515625
SAMSUNG,BLACK,8_GB,128_GB,4.3,27839,31889,4050,12.700304180124808
OPPO,RED,2_GB,16_GB,4.2,9990,9990,0,0.0
APPLE,BLACK,2_GB,128_GB,4.5,34900,34900,0,0.0
XIAOMI,BLUE,6_GB,128_GB,4.3,23990,23990,0,0.0
SAMSUNG,BLACK,8_GB,128_GB,4.3,54990,54990,0,0.0
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.1,1549,1549,0,0.0
ASUS,BLACK,4_GB,64_GB,4.0,9599,9599,0,0.0
REALME,GREY,4_GB,128_GB,4.4,11999,11999,0,0.0
APPLE,SILVER,3_GB,64_GB,4.6,49900,49900,0,0.0
REALME,BLACK,2_GB,32_GB,4.3,7499,7999,500,6.250781347668459
VIVO,OTHERS,8_GB,128_GB,3.9,18990,22990,4000,17.398869073510223
SAMSUNG,BLACK,6_GB,128_GB,4.2,13984,15499,1515,9.774824182205304
APPLE,WHITE,2_GB,128_GB,4.5,44900,44900,0,0.0
MOTOROLA,OTHERS,4_GB,64_GB,4.1,7999,9999,2000,20.00200020002
REALME,GREY,12_GB,256_GB,4.3,29999,32999,3000,9.09118458135095
REALME,BLACK,2_GB,32_GB,4.4,6999,7999,1000,12.50156269533692
SAMSUNG,BLACK,6_GB,128_GB,4.3,27499,30499,3000,9.836388078297649
ASUS,WHITE,4_GB,64_GB,3.6,37999,37999,0,0.0
XIAOMI,BLACK,4_GB,64_GB,4.3,10999,10999,0,0.0
HTC,WHITE,1_GB,8_GB,3.7,9590,9590,0,0.0
SAMSUNG,GREEN,6_GB,128_GB,4.3,18499,20499,2000,9.756573491389824
SAMSUNG,BLACK,8_GB,128_GB,4.4,22930,26990,4060,15.042608373471657
POCO,GREEN,6_GB,64_GB,4.3,14999,16999,2000,11.765397964586152
SAMSUNG,GREEN,3_GB,32_GB,4.3,11599,12900,1301,10.085271317829458
GIONEE,BLACK,4_GB,64_GB,4.1,7899,7899,0,0.0
REALME,BLUE,6_GB,128_GB,4.3,15499,16999,1500,8.824048473439614
SAMSUNG,RED,3_GB,32_GB,4.3,12900,12900,0,0.0
OPPO,BLACK,6_GB,128_GB,4.3,16990,17990,1000,5.558643690939411
GIONEE,GOLD,3_GB,32_GB,3.8,5990,5990,0,0.0
REALME,RED,6_GB,128_GB,4.3,12799,12799,0,0.0
LENOVO,GREY,3_GB,64_GB,3.4,7499,13499,6000,44.44773686939774
SAMSUNG,GOLD,2_GB,16_GB,4.3,13800,13800,0,0.0
MOTOROLA,WHITE,1_GB,8_GB,4.1,5999,5999,0,0.0
APPLE,SILVER,3_GB,64_GB,4.6,91900,91900,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.2,15999,15999,0,0.0
LENOVO,WHITE,1_GB,8_GB,4.0,9999,9999,0,0.0
VIVO,OTHERS,3_GB,64_GB,4.4,28990,28990,0,0.0
MOTOROLA,WHITE,2_GB,16_GB,4.2,6900,6900,0,0.0
INFINIX,BLACK,4_GB,64_GB,4.4,11999,11999,0,0.0
SAMSUNG,BLACK,1.5_GB,8_GB,4.3,7990,7990,0,0.0
NOKIA,GREY,4_GB,64_GB,4.0,36999,36999,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.4,19990,19990,0,0.0
LENOVO,GREY,4_GB,32_GB,4.0,9150,9150,0,0.0
POCO,RED,6_GB,64_GB,4.5,14999,18999,4000,21.05373967050897
SAMSUNG,BLUE,4_GB,64_GB,4.2,15399,15499,100,0.6452029163171817
LG,BLUE,3_GB,32_GB,3.9,8399,8399,0,0.0
APPLE,RED,3_GB,128_GB,4.5,42900,42900,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,2450,2450,0,0.0
SAMSUNG,BLUE,3_GB,32_GB,4.2,11745,11745,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.3,17999,31000,13001,41.93870967741936
APPLE,GREEN,4_GB,256_GB,4.5,71999,74900,2901,3.8731642189586113
INFINIX,BLUE,6_GB,128_GB,4.3,13999,13999,0,0.0
REALME,BLACK,4_GB,64_GB,4.4,10990,14990,4000,26.684456304202804
APPLE,GREEN,4_GB,64_GB,4.5,56999,59900,2901,4.843071786310517
REALME,YELLOW,6_GB,128_GB,4.3,17999,19999,2000,10.000500025001251
APPLE,GOLD,4_GB,64_GB,4.6,79999,106600,26601,24.954033771106943
APPLE,WHITE,3_GB,128_GB,4.6,47999,52900,4901,9.264650283553877
SAMSUNG,GOLD,1_GB,8_GB,4.1,7400,7400,0,0.0
VIVO,OTHERS,8_GB,256_GB,4.5,15490,19490,4000,20.523345305284764
VIVO,BLUE,12_GB,256_GB,4.4,14990,14990,0,0.0
POCO,YELLOW,8_GB,128_GB,4.4,18999,21999,3000,13.636983499249968
SAMSUNG,BLACK,LESS_THAN_1GB,4_GB,3.8,3500,3500,0,0.0
GIONEE,WHITE,3_GB,16_GB,3.9,8999,8999,0,0.0
VIVO,BLUE,4_GB,128_GB,4.4,19990,19990,0,0.0
OPPO,RED,3_GB,32_GB,4.4,12990,12990,0,0.0
GIONEE,GREY,4_GB,64_GB,4.0,21499,21499,0,0.0
OPPO,BLACK,4_GB,64_GB,4.3,15490,15490,0,0.0
SAMSUNG,BLUE,8_GB,128_GB,4.3,49980,49980,0,0.0
REALME,WHITE,8_GB,128_GB,4.4,16999,17999,1000,5.555864214678594
SAMSUNG,BLUE,6_GB,128_GB,4.3,15890,15990,100,0.6253908692933083
SAMSUNG,BLUE,4_GB,64_GB,4.4,13995,14455,460,3.1822898650985816
OPPO,BLUE,6_GB,128_GB,3.8,17490,20990,3500,16.674606955693186
LENOVO,WHITE,2_GB,16_GB,4.1,6999,6999,0,0.0
REALME,GREEN,4_GB,64_GB,4.5,13999,14999,1000,6.667111140742716
ASUS,BLACK,8_GB,128_GB,4.6,40999,40999,0,0.0
VIVO,BLACK,2_GB,16_GB,4.3,8990,8990,0,0.0
APPLE,SILVER,4_GB,512_GB,4.6,144900,144900,0,0.0
POCO,BLACK,4_GB,64_GB,4.5,14999,16999,2000,11.765397964586152
SAMSUNG,SILVER,8_GB,128_GB,4.4,71999,100999,29000,28.713155575797774
SAMSUNG,BLACK,2_GB,16_GB,4.3,13800,15014,1214,8.085786599174103
REALME,GREY,2_GB,32_GB,4.3,7299,7999,700,8.751093886735841
LG,BLACK,2_GB,16_GB,4.0,8499,8499,0,0.0
SAMSUNG,GREEN,4_GB,128_GB,4.3,15499,15999,500,3.125195324707794
MOTOROLA,GOLD,4_GB,64_GB,4.4,27999,27999,0,0.0
GIONEE,BLUE,3_GB,32_GB,3.8,7299,9999,2700,27.002700270027
SAMSUNG,RED,8_GB,128_GB,4.3,30500,33100,2600,7.854984894259818
LG,GREEN,4_GB,64_GB,3.8,12790,12790,0,0.0
SAMSUNG,GREY,1_GB,16_GB,4.2,5900,5900,0,0.0
REALME,BLUE,4_GB,64_GB,4.4,10999,12999,2000,15.385798907608278
SAMSUNG,BLUE,8_GB,128_GB,4.3,34999,41999,7000,16.66706350151194
SAMSUNG,BLACK,3_GB,32_GB,4.2,11745,11745,0,0.0
SAMSUNG,WHITE,1.5_GB,16_GB,4.3,11700,11700,0,0.0
OPPO,BLACK,8_GB,128_GB,4.4,24768,24990,222,0.8883553421368546
XIAOMI,BLACK,6_GB,OTHERS,4.2,19100,19100,0,0.0
NOKIA,BLACK,3_GB,64_GB,4.0,10399,11499,1100,9.566049221671449
NOKIA,BLACK,2_GB,32_GB,4.0,9999,9999,0,0.0
